name,year1,state1,leaid1,leaid_name1,year2,state2,leaid2,leaid_name2,year3,state3,leaid3,leaid_name3,prediction,confidence,reasoning,evidence_urls,critic_score,critic_grade
doreen fuller,2008-2009,ct,905190,Windham School District,2009,ca,629280,Pacheco Union Elementary,,,,,same,high,"**SUMMARY: These are the SAME person.**

**Evidence Found:**

**Position 1 - Windham School District (CT), 2008-2009:**
- CONFIRMED by Connecticut State Department of Education Strategic School Profile 2008-09 (Tier 2 source)
- Document clearly states: ""DOREEN FULLER, Superintendent""
- Additional confirmation from Windham Board of Education minutes (Feb 5, 2009) referencing ""Superintendent of Schools Doreen Fuller""

**Position 2 - Pacheco Union Elementary (CA), 2009 (corrected to 2011-2012):**
- The original record year (2009) appears to be INCORRECT
- Pacheco Union's official ""History of the District"" page shows Doreen Fuller served as ""Part-time Superintendent (SCOE Services)"" from July 2011 - June 2012 (Tier 2 source)
- Local news article (archive.redding.com) confirms ""Pacheco's superintendent, Doreen Fuller"" in context of 2012 budget discussions (Tier 2 source)
- The district history shows that in 2009, the superintendent was John Almond (Feb-June) and Steven Mitrovich (July-Dec), NOT Doreen Fuller

**Biographical Connection (Critical Evidence):**
- 1995 Hartford Courant article about Doreen D. Fuller (assistant principal at Windham High School) reveals:
  - She GREW UP in Rodeo, California (near San Francisco)
  - Graduated from California State University, Fresno
  - Moved to Connecticut in 1976 when her husband was stationed in New London
- This California origin makes her move from CT superintendent (2008-2009) back to CA superintendent (2011-2012) highly plausible

**Timeline Analysis:**
- 1995: Assistant principal at Windham High School (CT)
- 2008-2009: Superintendent of Windham School District (CT)
- 2011-2012: Superintendent of Pacheco Union Elementary (CA)
- This represents a logical career progression with a reasonable 2-year gap between positions

**Name Assessment:** ""Doreen Fuller"" is a moderately uncommon name combination

**Quality Gates Verified:**
✓ Fetched and read primary sources (CT Dept of Ed document, Pacheco district page, local news article)
✓ Searched both districts
✓ Verified FULL NAME at both districts (Doreen Fuller)
✓ Used multiple Tier 2 sources
✓ For old record (2008-2009), found official government documentation
✓ No conflicting evidence found

**Conclusion:** The evidence strongly supports that Doreen Fuller, superintendent of Windham School District (CT) in 2008-2009, is the same person as Doreen Fuller, superintendent of Pacheco Union Elementary (CA) in 2011-2012 (not 2009 as originally recorded). Her California roots and career progression make this cross-country move highly plausible.","https://edsight.ct.gov/ssp/2008-2009/163-00.pdf, https://pachecousd.org/28152_2, https://archive.redding.com/news/fiscal-triggers-set-to-fire-shasta-county-schools-face-automatic-10m-in-funding-cuts-ep-375401675-354599001.html, https://www.courant.com/1995/01/25/new-school-official-well-prepared-2/",20,CONFIRMED
doris hope jackson,2004-2005,il,1708130,Calumet Public Schools Dist 132,2008,mi,2636450,Willow Run,,,,,same,high,"I found overwhelming evidence that Doris Hope Jackson at Calumet Public Schools District 132 (IL) in 2004-2005 is the SAME PERSON as Doris Hope Jackson at Willow Run (MI) in 2008.

**Evidence Found:**

1. **Chicago Tribune (April 28, 2006)** - TIER 1: Confirms Doris Hope-Jackson was superintendent of Calumet Park Elementary School District 132 and was fired in April 2006. The article states she ""took over two years ago,"" placing her start around 2004, matching the 2004-2005 timeframe.

2. **LocalWiki (Ann Arbor)** - TIER 2: Provides comprehensive biography showing:
   - June 1994 - June 2002: Assistant superintendent, principal, assistant principal in Harvey, Illinois
   - July 2002: Hired at Calumet Park
   - April 28, 2006: Fired from Calumet Park School District 132
   - June 2007: Named superintendent of Willow Run Community Schools in Michigan
   - Includes 2004 quote: ""Dr. Doris Hope-Jackson, Calumet Public Schools superintendent""

3. **Mackinac Center (September 2, 2008)** - TIER 2: States ""Doris Hope-Jackson, named Willow Run superintendent in June 2007, was serving on the Harvey Public School District 152 board at the time.""

4. **AnnArbor.com (December 2009)** - TIER 2: Confirms Doris Hope-Jackson was superintendent of Willow Run Community Schools before being reassigned in December 2009.

**Timeline:**
- 2004-2005: Superintendent at Calumet Public Schools District 132 (IL)
- April 2006: Fired from Calumet
- After 2006: Served on Harvey Public School District 152 board (IL)
- June 2007: Named superintendent of Willow Run Community Schools (MI)
- 2008: Serving as Willow Run superintendent
- December 2009: Reassigned from superintendent role

The FULL NAME ""Doris Hope Jackson"" (sometimes written as ""Doris Hope-Jackson"") is consistent across all sources. The timeline is plausible, showing her move from Calumet (IL) to Willow Run (MI) with an intermediate position on the Harvey school board. Multiple independent sources explicitly connect both positions to the same person.

No conflicting evidence was found. All sources are US-based and discuss K-12 education.","https://www.chicagotribune.com/2006/04/28/calumet-school-chief-fired/, https://localwiki.org/ann-arbor/Doris_Hope-Jackson, https://www.mackinac.org/9759, https://www.annarbor.com/news/willow-run-schools-reassigns-superintendent/",19,CONFIRMED
eric king,2006-2007,il,1736300,Esd 159,2010,in,1807320,Muncie Community Schools,,,,,same,high,"I have found strong evidence that Eric King at Elementary School District 159 (IL) in 2006-2007 and Eric King at Muncie Community Schools (IN) in 2010 are the SAME person.

**Evidence Summary:**

1. **Illinois State Board of Education (2007)**: Official superintendent salaries document shows ""King, Eric A"" with salary $218,846 at ""ESD 159 COOK"" (Elementary School District 159 in Cook County, Illinois) for 2007.

2. **Illinois Elementary School Association**: Lists ""Dr. Eric King"" as superintendent at Armstrong Elementary School in Richton Park, IL, which is part of Elementary School District 159.

3. **Illinois Pension Records**: Multiple documents show ""King, Eric A Elementary SD 159"" receiving a substantial pension ($217,385 annually as of 2020) from Illinois Teachers' Retirement System after retiring from Elementary SD 159.

4. **ABC57 News (2011)**: Critical connecting evidence - while Eric King was superintendent in Muncie, Indiana, he ""was also collecting $166,608 in pension from the state of Illinois after retiring from a South Cook school district."" This directly connects the Indiana superintendent to his prior Illinois position in South Cook County (where District 159 is located).

5. **Indiana State Board of Accounts**: Official document shows ""Dr. Eric King"" serving as superintendent of Muncie Community Schools from 07-01-08 to 06-30-11, which aligns with the 2010 record.

**Timeline Analysis:**
- 2006-2007: Eric A. King serves as superintendent at Elementary School District 159 in Cook County, Illinois (South Cook area)
- 2008: Retires from Illinois and begins collecting pension
- 2008-2011: Becomes superintendent at Muncie Community Schools in Indiana
- 2010: Working in Muncie (matches Position 2 record)

The evidence shows a clear career progression from Illinois to Indiana, with the pension connection being the definitive link between the two positions. The full name matches (Eric A. King), the timeline is consistent, and the geographic proximity (Illinois to Indiana) makes this career move plausible.

**Quality Gates Verified:**
✓ Fetched multiple primary sources (IESA, ISBE, ABC57, Indiana SBOA)
✓ Searched both districts extensively
✓ Verified full name at both districts (Eric A. King/Dr. Eric King)
✓ Found explicit connection between positions (pension from Illinois while working in Indiana)
✓ Timeline is plausible and consistent
","https://www.iesa.org/mobile/schools/detail.asp?SchoolID=1771, https://www.isbe.net/Documents/supts_sal07.pdf, https://www.abc57.com/news/nobodys-perfect-sbcsc-superintendent-finalists-face-tough-questions, https://www.in.gov/sboa/WebReports/B35887.pdf, https://www.taxpayersunitedofamerica.org/wp-content/uploads/2020/05/Top-pension-over-100000-2020.pdf",20,CONFIRMED
evelyn browne,2014-2017,nj,3405280,Folsom Borough School District,2018-2024,ne,3100067,Banner County Public Schools,,,,,same,high,"I found strong evidence that these two records refer to the same person. The LinkedIn profile of Evelyn Browne shows a clear career progression from Folsom Borough School District (2014-2017) to Banner County Public Schools (2018-present), with the timeline matching perfectly. The LinkedIn profile specifically mentions she 'served as the Superintendent of Schools for the Folsom Borough School District in Folsom, New Jersey' and is currently 'Superintendent of Schools for Banner County Public Schools in Harrisburg, Nebraska.' This is a Tier 1 source showing explicit connection between both positions. Additionally, I found a Nebraska education association listing confirming her role at Banner County Schools. The geographic progression from New Jersey to Nebraska is plausible for a superintendent career move, and the timeline shows no overlap.","https://www.linkedin.com/in/evelyn-browne-539b5b48, https://www.nebraskaeducation.org/advocacy/education-leadership/nebraska-superintendents/, https://www.bannercountyschools.org/",19,CONFIRMED
franzy fleck,2010,in,1802940,East Gibson School Corporation,"2012-2014, 2017-2023",il,1736810,Burbank Sd 111,,,,,same,high,"I have found definitive evidence that both superintendent records refer to the same person. Franzy Fleck was superintendent of East Gibson School Corporation in Indiana from 2007-2012. He resigned in June 2012 to pursue other opportunities. Multiple independent sources confirm he then became superintendent of Burbank School District 111 in Illinois, starting in 2012-2013. A 2013 news article explicitly states: 'Fleck was at East Gibson for five years as superintendent and has been at Burbank School District 111 for a year.' This provides a clear career trajectory connecting both positions. The name 'Franzy Fleck' is distinctive and uncommon, further supporting that this is the same individual moving between districts. Timeline is also consistent - leaving Indiana in 2012 and starting in Illinois in 2012-2013.","https://www.pdclarion.com/east-gibson-superintendent-franzy-fleck-resigns/article_26a7017a-1e9c-5a26-98df-844dcf22d248.html, https://bgdailynews.com/2013/06/13/finalists-tout-leadership-qualities/, https://www.bsd111.org/apps/pages/index.jsp?uREC_ID=2834506&type=d&pREC_ID=2320629, https://www.in.gov/sboa/WebReports/B42011.pdf, https://www.illinoisreportcard.com/District.aspx?districtid=07016111002",19,CONFIRMED
gary richards,2007-2013,ct,905130,Wilton School District,2014-2015,mi,2612240,Dryden,,,,,same,high,"I have found strong evidence that Gary Richards at Wilton School District (CT, 2007-2013) and Gary Richards at Dryden Community Schools (MI, 2014-2015) are the same person. The evidence includes: 1) Confirmed Dr. Gary Richards served as superintendent at Wilton from 2004-2013, covering the 2007-2013 period; 2) Dr. Gary Richards himself stated he worked in Dryden for three years as a superintendent, which includes the 2014-2015 period; 3) Timeline shows he retired from Wilton in 2013 and then moved to Michigan; 4) Multiple sources confirm this career progression, including Times Herald (2017) stating 'Richards was most recently a superintendent for both Imlay City and Dryden schools' and Brandon School District (2022) where Richards wrote 'I also worked in Dryden for three years as a superintendent'; 5) The same full name 'Dr. Gary Richards' appears consistently across all sources; 6) Geographic move from Connecticut to Michigan after retirement is plausible for an experienced superintendent seeking continued employment.","https://www.wiltonbulletin.com/news/education/article/Wilton-Public-Schools-Superintendent-Gary-13974040.php, https://www.brandonschooldistrict.org/index.php/component/content/article/54-district-news/1084-welcome-dr-richards?Itemid=271, https://www.thetimesherald.com/story/news/local/2017/01/24/cros-lex-rolls-up-its-sleeves-superintendent-search/96995712/, https://patch.com/connecticut/wilton/wilton-boe-announces-superintendent-dr-richards-retirement, https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/1517/Dryden/4ea3eb3f-c27f-4734-a856-cbab709a680a/Board_Minutes-_April_8_2013.pdf.pdf?disposition=inline",18,CONFIRMED
john sawyer,1994-2001,tx,4826190,La Porte Isd,2003,il,1700110,North Chicago School Dist 187,,,,,same,high,"I found strong evidence that John Sawyer III served as superintendent at both La Porte ISD (TX) from 1994-2001 and North Chicago School District 187 (IL) in 2003.

Key findings:
1. The Oak Park and River Forest High School District PDF contains John Sawyer III's complete employment history, explicitly showing he served as ""Superintendent of Schools, North Chicago CUSD 187"" from 2003-2005
2. SRS Services Group website confirms John Sawyer has 30 years experience in public school administration with ""24 as a Superintendent of schools in Illinois and Texas""
3. Multiple search results confirm John Sawyer III served as superintendent at La Porte ISD from 1994-2001
4. The timeline is plausible - he left La Porte ISD in 2001 and was hired by North Chicago District 187 in 2003
5. His LinkedIn profile shows he completed his Doctorate of Education at Texas Southern University in 2005, aligning with the employment timeline

The evidence clearly shows this is the same person - John Sawyer III - who moved from Texas to Illinois for superintendent positions. The records represent his career progression rather than different individuals.","https://resources.finalsite.net/images/v1684262893/oprfhsorg/znayvhnwxe7artdupiy6/School_Exec_Connect.pdf, https://www.srsservicesgroup.com/about-srs, https://www.linkedin.com/in/john-sawyer-iii-ed-d-0b984a58",19,CONFIRMED
justin lockwood,2010-2014,ks,2011220,Flinthills,2015-2016,ok,4024930,Prague,,,,,same,high,"I found definitive evidence that Justin Lockwood at Flinthills (KS) 2010-2014 and Justin Lockwood at Prague (OK) 2015-2016 are the SAME person.

**Evidence Found:**

**Tier 1 Sources:**
1. Oklahoma CareerTech official press release (2023) explicitly states: ""Before coming to Oklahoma CareerTech, Lockwood served as superintendent of Prague Public Schools... and superintendent of Flinthills School District in Rosalia, Kansas."" This directly connects both positions to the same individual.

2. Oklahoma Watch article (2016) confirms Justin Lockwood as superintendent of Prague Public Schools with salary data ($119,062 in 2015, $127,299 in 2016).

**Tier 2 Sources:**
3. Oklahoma Business Voice article (2023) independently confirms the same career trajectory: superintendent of Flinthills School District in Rosalia, Kansas, then superintendent of Prague Public Schools.

**Verification:**
- Full name ""Justin Lockwood"" is consistent across all sources
- Timeline is logical: Flinthills (2010-2014) → Prague (2015-2016) → Oklahoma CareerTech (2017+)
- Geographic progression from Kansas to Oklahoma is typical for superintendent career moves
- Multiple independent sources corroborate the same career path

**Quality Gates Met:**
✓ Fetched primary sources from official government websites
✓ Searched both districts (Flinthills USD 492 and Prague Public Schools)  
✓ Verified full name at both positions
✓ Found 2+ corroborating sources connecting the positions
✓ All sources are relevant to US K-12 education

The evidence definitively shows this is the same Justin Lockwood who moved from Kansas to Oklahoma in his superintendent career.","https://oklahoma.gov/careertech/media-center/press-releases/2023/justin-lockwood-named-chief-of-staff-of-oklahoma-careertech.html, https://oklahomawatch.org/2016/03/06/school-superintendent-salaries/, https://okbusinessvoice.com/2023/05/01/new-oklahoma-careertech-chief-of-staff-appointed/",20,CONFIRMED
kenneth bridges,2012-2016,ks,2012150,Syracuse,2018,ok,4021900,Norwood,,,,,same,high,"I have strong evidence that Kenneth Bridges at Syracuse (KS) from 2012-2016 and Kenneth Bridges at Norwood (OK) in 2018 are the same person. 

Key findings:
1. LinkedIn profile confirms Kenneth Bridges was Superintendent at USD 494 Syracuse, KS
2. The Oklahoman article confirms Ken Bridges was superintendent at Norwood, OK in 2018
3. Most importantly, Ken Bridges' own Substack article provides first-person confirmation of his career path, stating he worked as superintendent in ""western Kansas"" (describing Syracuse), then ""Leaving our little Hamlet in western Kansas and moving back east in 2017"" to return to Oklahoma
4. His career spanned ""eleven schools in three states"" (Colorado, Kansas, Oklahoma)
5. Timeline alignment: Syracuse, KS (2012-2016) → moved to Oklahoma in 2017 → Norwood, OK (2018)

The evidence shows a clear career progression from Kansas to Oklahoma, with the same Kenneth Bridges moving between districts to be closer to family in Oklahoma. This is a common pattern for superintendents who move between states for personal reasons.","https://www.linkedin.com/in/kenneth-bridges-623b4254, https://www.oklahoman.com/story/news/2019/05/05/switch-to-charter-allows-epic-to-operate-rural-district/60457507007/, https://substack.com/home/post/p-149826310?utm_campaign=post&utm_medium=web",19,CONFIRMED
kirk ahrends,2004-2011,ia,1931470,Westwood Comm School District,2018-2023,ne,3178300,Walthill Public Schools,,,,,same,high,"I have found strong evidence that Kirk Ahrends held both superintendent positions. The research shows:

1. **Position 1 Confirmed**: Multiple sources confirm Kirk Ahrends was superintendent at Westwood Community School District (IA) from 2004-2011, including Iowa Department of Education directories and Westwood staff directories listing him with email kahrends@westwood.k12.ia.us.

2. **Position 2 Confirmed**: Extensive evidence confirms Kirk Ahrends was superintendent at Walthill Public Schools (NE) from 2018-2023, including ESSER grant documents (2021), news articles (2022), Attorney General correspondence (2018), Nebraska Education Department listings, and salary data.

3. **Career Timeline**: The 7-year gap between positions (2011-2018) is plausible for a superintendent career move, and Iowa and Nebraska are neighboring states.

4. **Name Consistency**: Full name ""Kirk Ahrends"" is confirmed at both districts with consistent email patterns (kahrends@westwood.k12.ia.us and kahrends@walthillschool.org).

5. **Career Progression**: Articles show Ahrends retired from Walthill and mentored his successor Seth Sackmann, confirming his long-term tenure there.

The surname ""Ahrends"" is moderately uncommon, making it unlikely this is a coincidence with different people. Multiple independent sources from official government documents, district records, and news coverage all point to the same individual holding both positions.","https://www.wcsdrebels.com/live-feed?page_no=10, https://walthill.nebraska.gov/education, https://nde.mtwgms.org/NDEGMSWebv02/UploadFiles/2021/3717/ARP-Act-ESSER-III-6998/ESSERIIIassets/Re%20Walthill%20Prior%20Approval%20for%20Capital%20Assets%20in%20ESSER%20II-20210528095655-kahrends-20210912071743-kahrends.pdf, https://www.ktiv.com/2022/04/24/nebraska-city-had-be-evacuated-next-town-over-stepped-up-help/, https://ago.nebraska.gov/sites/default/files/doc/18-R-123%3B%20Walthill%20Public%20School%3B%20Donald%20M.%20O%27Neill%2C%20Petitioner.pdf, http://www.westwood.k12.ia.us/Directory/Staff%20Directory.pdf, https://educate.iowa.gov/media/1944/download?inline, https://www.nebraska-advantage.org/sup-scribe-walthills-seth-sackmann",19,CONFIRMED
lacee sell,2009-2011,mo,2925290,Clinton Co. R-Iii,2011-2015,ks,2004620,Chapman,,,,,same,high,"I found overwhelming evidence that Lacee Sell at both districts is the same person. The investigation revealed multiple independent sources explicitly connecting her career trajectory:

**TIER 1 Evidence:**
- Hutch Post article (2026) explicitly states she ""served as superintendent for Chapman USD 473 for five years and led the Clinton County R-III School District in Plattsburg, Missouri, for three years""

**TIER 2 Evidence:**
- Ranson Financial article (2026) confirms the same career path: ""superintendent of Chapman USD 473 for five years and Clinton County R-IIII School District in Plattsburg, Mo., for three years""
- Emporia State University alumni newsletter shows she was superintendent of Clinton County R-III from 2008-2011 and was ""in her first year as superintendent of USD 473 Chapman"" (2011)
- Facebook post from USD 267 mentions she ""led Chapman USD 473 for five years and the Clinton County R-IIII School District""
- LinkedIn profile shows her employment at USD 473

**Timeline Verification:**
- Clinton County R-III: 2008-2011 (3 years) matches our 2009-2011 record
- Chapman USD 473: 2011-2016 (5 years) matches our 2011-2015 record
- Perfect chronological progression: 3 years at Clinton County followed immediately by 5 years at Chapman

The evidence shows a clear career progression with documented timelines. Multiple independent sources corroborate the same career path, and the name ""Lacee Sell"" is distinctive enough that there's no confusion with other educators.","https://hutchpost.com/posts/76f8fa78-9fa3-4df6-8520-934469f7d85b, https://ransonfinancial.com/2026/02/05/renwick-school-board-promoting-sell-to-superintendent/, https://www.emporia.edu/documents/1772/v20n01.pdf, https://www.linkedin.com/in/lacee-sell-a2779790, https://www.facebook.com/USD267/posts/the-renwick-usd-267-board-of-education-has-announced-the-selection-of-mrs-lacee-/1577411013832474/",18,CONFIRMED
marshall lewis,2013-2016,ne,3172570,Kimball Public Schools,"2020, 2023-2024",ia,1925050,Ruthven-Ayrshirecomm School District,,,,,same,high,"I have strong evidence that Marshall Lewis held both superintendent positions, representing the same person's career progression. 

Evidence found:
1. Kimball Public Schools (NE): Marshall Lewis served as superintendent from 2013-2016, confirmed by multiple news articles showing him in this role through 2016
2. Ruthven-Ayrshire Community School District (IA): Marshall Lewis is confirmed as superintendent from 2020 through 2023-2024, with evidence he was beginning his fourth year in 2023
3. Career connection: A 2013 news article explicitly states Lewis came to Kimball from Belmond, Iowa, where he was superintendent of Belmond-Klemme School District, establishing his Iowa roots and explaining the geographic move back to Iowa after Nebraska
4. Timeline plausibility: The 4-year gap (2016-2020) between positions is reasonable for a superintendent career move

The name ""Marshall Lewis"" is moderately uncommon in education, and I found no evidence of multiple superintendents with this exact name in the relevant states and time periods. The geographic proximity (Nebraska to Iowa) and the explicit career history showing movement between these states further supports this being the same individual.","https://www.westernnebraskaobserver.net/story/2013/09/26/news/kimball-board-of-education-recognized-for-its-recent-accomplishments/746.html, https://www.westernnebraskaobserver.net/story/2016/07/21/news/superintendent-proudly-announces-district-is-fully-staffed/3195.html, https://ruthven.iowaschoolfinance.com/policy/board-members, https://northwestiowanow.com/news/278872-170071-ruthven-ayrshire-superintendent-talks-updates-for-new-school-year/",18,CONFIRMED
michael raso,2016-2019,ia,1904860,Bettendorf Comm School District,2022-2024,wi,5513830,Shullsburg School District,,,,,same,high,"## Research Summary

I completed all 4 phases of the search strategy and found definitive evidence that both superintendent records refer to the SAME person.

### Phase 1: Background Research
- Identified Bettendorf Community School District domain: bettendorf.k12.ia.us
- Identified Shullsburg School District domain: shullsburg.k12.wi.us

### Phase 2: Direct Connection Search
Found CRITICAL TIER 1 evidence: Telegraph Herald article explicitly states that Mike Raso, who ""most recently served as superintendent of Bettendorf (Iowa) Community School District,"" was selected as the successor to the retiring Shullsburg district administrator.

### Phase 3: Individual Position Verification

**Bettendorf (2016-2019):**
- Multiple news articles confirm Michael Raso served as superintendent
- Appointed permanent superintendent November 2016 (WQAD, WVIK)
- Contract ended June 2020 when board voted not to renew (WQAD)
- Education: Bachelor's from University of Northern Iowa, Master's from Drake University (WQAD)

**Shullsburg (2022-2024):**
- Current staff page lists ""Mike Raso"" as Superintendent
- Shullsburg alumni newsletter confirms he started July 1, 2022
- Education: Bachelor's from University of Northern Iowa, Master's and Ed.S. from Drake University (exact match with Bettendorf records)

### Evidence Quality

**TIER 1 (Definitive):**
- Telegraph Herald article explicitly connecting both positions: ""He will be succeeded by Mike Raso, who most recently served as superintendent of Bettendorf (Iowa) Community School District""

**TIER 2 (Strong):**
- Shullsburg staff page confirming Mike Raso as current superintendent
- Multiple news articles confirming Michael Raso's tenure at Bettendorf (WQAD, WVIK)
- Matching educational background from both districts (University of Northern Iowa + Drake University)

**Timeline Analysis:**
- Bettendorf: 2016-2019 (contract ended 2020)
- Gap: 2020-2022 (2-year transition period - plausible)
- Shullsburg: 2022-2024 (started July 1, 2022)

The timeline is completely plausible for a superintendent career move between Iowa and Wisconsin (adjacent states).

### Quality Gates Verified
✓ Fetched primary sources (Telegraph Herald, Shullsburg staff page, WQAD article)
✓ Searched BOTH districts
✓ No irrelevant results (all US K-12 education related)
✓ Verified FULL NAME at both districts (Michael/Mike Raso)
✓ No conflicting evidence found

### Conclusion
With 1 TIER 1 source explicitly connecting both positions, multiple TIER 2 sources confirming each tenure, matching educational credentials, and a plausible timeline, I have HIGH confidence that Michael Raso at Bettendorf (2016-2019) and Michael Raso at Shullsburg (2022-2024) are the SAME person who moved between districts.","https://www.telegraphherald.com/news/tri-state/article_ce289fd9-00a1-5464-be21-637f8d1a6b3b.html, https://www.shullsburg.k12.wi.us/staff, https://www.wqad.com/article/news/education/bettendorf-school-district-names-new-superintendent/526-b53e7947-0ab3-4fdf-8eb1-781b09661c6f, https://www.wvik.org/education/2016-11-08/bettendorf-school-board-hires-a-superintendent, https://www.wqad.com/article/news/education/bettendorf-school-board-votes-to-end-superintendent-contract/526-a5d3cdda-e4a4-47a1-9c4c-69660057b115, http://shullsburgalumni.com/wp-content/uploads/2022/06/54th-Ediition.pdf",18,CONFIRMED
stanton lawrence,1998-1999,tx,4845960,Wilmer-Hutchins Isd,2010-2013,mo,2922650,Normandy,,,,,same,high,"I have strong evidence that both superintendent records refer to the SAME PERSON - Stanton Lawrence.

**Verification Process Completed:**

**Phase 1 - District Research:**
- Identified Wilmer-Hutchins ISD (now part of Dallas ISD) and Normandy Schools Collaborative domains

**Phase 2 - Direct Connection Search:**
- Found multiple independent sources confirming Stanton Lawrence held both positions

**Phase 3 - Individual Position Verification:**

**Position 1: Wilmer-Hutchins ISD (TX), 1998-1999**
- TIER 2 Evidence: Clipfile.org article (2004) explicitly states ""Wilmer-Hutchins' superintendent at the time, Stanton Lawrence, complained in a letter to TEA"" regarding a 1999 cheating investigation at Alta Mesa Elementary
- TIER 2 Evidence: Texas LBB PDF search snippet confirms ""Stan Lawrence"" began work as superintendent in April 1998

**Position 2: Normandy (MO), 2010-2013**
- TIER 1 Evidence: St. Louis Public Radio confirms Stanton Lawrence became superintendent in 2008 and resigned in 2013
- TIER 1 Evidence: St. Louis American articles (2012-2013) document Dr. Stanton Lawrence's tenure and resignation as Normandy superintendent
- TIER 1 Evidence: NPR interview (2008) features Stanton Lawrence as Normandy superintendent

**Connecting Evidence - Same Person:**
- TIER 1 Evidence: Bridges To Life profile states Stanton ""served over two decades in the public school system as a teacher, principal, assistant superintendent, and superintendent of schools in Texas and Missouri""
- TIER 1 Evidence: St. Louis American articles reference his Texas background (Port Arthur, Dallas) and education at University of Texas at Austin
- All sources use the same full name: Stanton Lawrence
- Timeline is plausible: 1998-1999 (TX superintendent) → 2008-2013 (MO superintendent) with 9-year gap for other positions

**Quality Gates Verified:**
✓ Fetched multiple primary sources (clipfile.org, St. Louis American, Bridges to Life)
✓ Searched and verified both districts
✓ All results are US K-12 education relevant
✓ Verified FULL NAME matches at both districts (Stanton Lawrence)
✓ Timeline is plausible for career progression

**Name Assessment:** ""Stanton Lawrence"" is an uncommon name (distinctive first name + common surname), which increases confidence that these are the same person.

The evidence conclusively shows Stanton Lawrence served as superintendent in both Wilmer-Hutchins ISD (1998-1999) and Normandy School District (2008-2013), representing a career move from Texas to Missouri.","https://clipfile.org/2004/11/07/scores-have-spiked-before-in-district-in-1999-alta-mesa-elementary-was-cleared-after-investigation/, https://www.stlamerican.com/news/local-news/superintendent-stanton-lawrence-guides-normandy-schools-through-hiv-scare-academic-challenges/, https://www.stlamerican.com/news/local-news/lawrence-to-resign-as-superintendent-of-normandy-schools/, https://www.bridgestolife.org/stanton-lawrence, https://www.stlpr.org/education/2012-10-18/normandy-school-superintendent-resigns, https://www.npr.org/2008/10/28/96211747/high-school-hiv-scare-alarms-community, https://www.lbb.texas.gov/Documents/Publications/School_Performance_Review/SPR/wh/wilmer-hutchins_isd.pdf",19,CONFIRMED
terry zink,2012-2015,tx,4810830,Booker Isd,2022-2023,ok,4008940,Coyle,,,,,same,high,"Terry Zink at Booker ISD (TX) from 2012-2015 and Terry Zink at Coyle (OK) from 2022-2023 are the SAME person.

**Evidence Summary:**

**TIER 1 Source - Explicit Career Connection:**
The Guthrie News Page (May 12, 2020) published an article titled ""Coyle names Terry Zink as new school superintendent"" that explicitly states:
- Terry Zink was named superintendent of Coyle Public Schools in May 2020
- He ""spent four years as the superintendent of the Booker Independent School District in Texas before retiring""
- Before Booker, he spent 11 years as superintendent at Riverdale Baptist School in Maryland

This is a definitive TIER 1 source that directly connects the two positions. The four-year tenure at Booker ISD aligns perfectly with the 2012-2015 timeframe in Position 1.

**TIER 2 Source - Position Verification:**
The iHeart Radio article (August 21, 2020) confirms Terry Zink as superintendent at Coyle Public Schools, corroborating his tenure there during the 2020-2023 period.

**Timeline Consistency:**
- Booker ISD: 2012-2015 (four years, as stated in the article)
- Retired from Booker
- Named superintendent at Coyle in May 2020
- Confirmed as superintendent at Coyle in August 2020
- Records show him at Coyle in 2022-2023

The timeline is completely plausible and consistent with a superintendent who retired from one position and later came out of retirement to accept another position.

**Quality Gates Verified:**
✅ Fetched primary sources (both articles)
✅ Searched both districts (Booker ISD and Coyle)
✅ Filtered irrelevant results (dismissed non-K-12 results)
✅ Verified full name at both districts (both sources confirm ""Terry Zink"")
✅ No conflicting evidence found

**Conclusion:**
The Guthrie News Page article provides explicit, direct evidence that Terry Zink at Coyle previously served as superintendent at Booker ISD for four years. This is a TIER 1 source that definitively connects the two positions. The timeline is consistent, and no conflicting evidence was found.","https://guthrienewspage.com/coyle-names-terry-zink-as-new-school-superintendent/, https://wmeq.iheart.com/content/2020-08-21-superintendent-who-tried-to-meet-all-his-students-tests-positive-for-covid/",19,CONFIRMED
